file,question_no,type,answer,explanation
t07_h.md,39,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t07_h.md,40,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t08_b.md,1,single,C,Сложение уравнений дает 2x.
t08_b.md,2,single,B,x=-2
t08_b.md,3,single,D,Сложение уравнений дает 2x.
t08_b.md,4,single,C,x=-2
t08_b.md,5,single,A,Сложение уравнений дает 2x.
t08_b.md,6,single,B,x=3
t08_b.md,7,single,E,Сложение уравнений дает 2x.
t08_b.md,8,single,C,x=-4
t08_b.md,9,single,E,Сложение уравнений дает 2x.
t08_b.md,10,single,E,x=0
t08_b.md,11,single,A,Сложение уравнений дает 2x.
t08_b.md,12,single,B,x=2
t08_b.md,13,single,D,Сложение уравнений дает 2x.
t08_b.md,14,single,E,x=4
t08_b.md,15,single,E,Сложение уравнений дает 2x.
t08_b.md,16,single,B,x=8
t08_b.md,17,single,B,Сложение уравнений дает 2x.
t08_b.md,18,single,D,x=5
t08_b.md,19,single,E,Сложение уравнений дает 2x.
t08_b.md,20,single,B,x=-2
t08_b.md,21,single,C,Сложение уравнений дает 2x.
t08_b.md,22,single,E,x=5
t08_b.md,23,single,E,Сложение уравнений дает 2x.
t08_b.md,24,single,D,x=0
t08_b.md,25,single,B,Сложение уравнений дает 2x.
t08_b.md,26,context_single,A,x=-5
t08_b.md,27,context_single,A,Сложение уравнений дает 2x.
t08_b.md,28,context_single,D,x=7
t08_b.md,29,context_single,B,Сложение уравнений дает 2x.
t08_b.md,30,context_single,D,x=-4
t08_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_b.md,36,matching,"1-B, 2-D, 3-A, 4-B",Соответствие между понятием и правилом.
t08_b.md,37,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t08_b.md,38,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t08_b.md,39,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t08_b.md,40,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t08_m.md,1,single,B,Сложение уравнений дает 2x.
t08_m.md,2,single,A,x=-3
t08_m.md,3,single,C,Сложение уравнений дает 2x.
t08_m.md,4,single,A,x=0
t08_m.md,5,single,E,Сложение уравнений дает 2x.
t08_m.md,6,single,A,x=-1
t08_m.md,7,single,C,Сложение уравнений дает 2x.
t08_m.md,8,single,B,x=8
t08_m.md,9,single,C,Сложение уравнений дает 2x.
t08_m.md,10,single,C,x=5
t08_m.md,11,single,B,Сложение уравнений дает 2x.
t08_m.md,12,single,B,x=5
t08_m.md,13,single,E,Сложение уравнений дает 2x.
t08_m.md,14,single,E,x=5
t08_m.md,15,single,D,Сложение уравнений дает 2x.
t08_m.md,16,single,B,x=-2
t08_m.md,17,single,A,Сложение уравнений дает 2x.
t08_m.md,18,single,D,x=6
t08_m.md,19,single,E,Сложение уравнений дает 2x.
t08_m.md,20,single,B,x=4
t08_m.md,21,single,E,Сложение уравнений дает 2x.
t08_m.md,22,single,B,x=3
t08_m.md,23,single,A,Сложение уравнений дает 2x.
t08_m.md,24,single,E,x=7
t08_m.md,25,single,B,Сложение уравнений дает 2x.
t08_m.md,26,context_single,E,x=-4
t08_m.md,27,context_single,D,Сложение уравнений дает 2x.
t08_m.md,28,context_single,A,x=4
t08_m.md,29,context_single,A,Сложение уравнений дает 2x.
t08_m.md,30,context_single,A,x=0
t08_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t08_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
